"X" "Pressure" "Temperature" "Density" "Velocity" "H2" "H" "O" "O2" "OH" "H2O" "HO2" "CH" "CH2" "CH2(S)" "CH3" "CH4" "CO" "CO2" "HCO" "CH2O" "CH3O" "C2H2" "C2H3" "C2H4" "HCCO" "CH2CO" "CH3CO" "N2" 
0.0007161557685940819 513074.47310628975 2393.0623328272054 0.6869704007345547 1433.6311905164216 0.0036997610003055444 0.0003293146735997009 0.002129731406946205 0.2920921552891035 0.005710735504631828 0.05296805084367128 0.0015356925911079772 3.3498955987465334e-05 0.0002453730321613679 4.8787840156711466e-05 0.0025015280607262533 0.0016940139806716134 0.10697316114394594 0.019207811849979307 0.00034613829514416216 0.0032749716596899695 5.539100462878739e-06 0.0242231392092207 0.0003174983620636092 0.004817656473610568 0.0010208376986951698 0.0034673255968446764 1.3671745431933635e-06 0.4733559102567295
0.0007179465980035548 512157.40026259905 2399.7573555929807 0.6834033831365625 1430.9915367231881 0.0037021928858367533 0.0003357669421413547 0.0021821302798002043 0.29085154150455633 0.005847745114144449 0.053452102222996956 0.0015092918025252672 3.4442067771951374e-05 0.00024751679502383315 4.9590479436878976e-05 0.002474153605269567 0.0016618572144287442 0.10793057480816874 0.019432568279679794 0.0003477674842310617 0.003230693298739195 5.397680518228793e-06 0.024088820647380094 0.0003065203133456687 0.004549263416629882 0.0010229335339500087 0.00337989265201594 1.3267146787000664e-06 0.4733559102567295
0.000719746825401447 511225.5293637833 2406.5340355275443 0.6798165524309947 1428.3092889856773 0.003703816906938018 0.00034236014955823423 0.0022364297702357123 0.28959336341614356 0.005988974039214558 0.05394043070416907 0.0014830539982816817 3.540470909053955e-05 0.0002495957267487174 5.0391570485193827e-05 0.002445749592834403 0.001629020840215525 0.10889678986744207 0.01966075413202774 0.0003494037425825272 0.0031866599855010923 5.2581486594572175e-06 0.023943118066873003 0.0002955155944106591 0.004289000648233452 0.0010247103515748908 0.0032930017326452004 1.286049404317012e-06 0.4733559102567295
0.0007215566022940862 510278.6518858385 2413.3921911627717 0.6762103210388878 1425.5838470906406 0.0037046139601435613 0.0003490951625592336 0.002292704524580926 0.2883174056541284 0.006134532881966051 0.05443302347665945 0.001456985492933229 3.638619818392209e-05 0.0002516027932948049 5.118952684138434e-05 0.0024163081043744638 0.0015955295288163135 0.10987176784051696 0.019892438861621724 0.000351044271115124 0.003142860713451408 5.1205210415706435e-06 0.02378585706534051 0.0002845005220146582 0.004037001448159194 0.0010261542716797558 0.0032067217099349525 1.2452139120780416e-06 0.4733559102567295
0.0007233760822453157 509316.57207470824 2420.3314518769057 0.6725851670814995 1422.8146476015843 0.0037045654678707074 0.0003559726309373188 0.002351031709817095 0.28702346835773185 0.006284532267468666 0.05492986097773264 0.001431092002577021 3.7385719634910604e-05 0.00025353067758395045 5.198264663882146e-05 0.002385823557314845 0.0015614105123958686 0.11085545156042824 0.020127692386460137 0.00035268591383275685 0.0030992830121343833 4.984812401959374e-06 0.023616880775664564 0.0002734922265952751 0.0037933858310678897 0.0010272511539314135 0.003121121298181597 1.2042448677087494e-06 0.4733559102567295
0.0007248980673343079 508504.04512372776 2426.1689018333977 0.6695536729871256 1420.475913155372 0.0037038673372566918 0.000361806144642508 0.0024012037762930695 0.28593259548367694 0.006412852509488522 0.055346629672518875 0.0014096762859082288 3.8230753097774536e-05 0.0002550695432446469 5.263781825767561e-05 0.0023596515427004605 0.0015325537238938456 0.11168082056123162 0.020326281627088324 0.0003540506762296011 0.0030631694166342325 4.873326152643468e-06 0.023467196950778067 0.0002643473170265996 0.003597078172250836 0.001027889166341431 0.0030504378673383895 1.1700712185611278e-06 0.4733559102567295
0.0007264269733210283 507680.76386633987 2432.061704370915 0.666509800662305 1418.106224097464 0.003702560934597905 0.00036773874959935665 0.0024529003017626804 0.2848290438016675 0.006544389097602591 0.055766301229101686 0.001388387954581403 3.908698481363714e-05 0.0002565437835478509 5.328726982045689e-05 0.0023327543948541136 0.001503301306458989 0.11251211177501981 0.02052743279926628 0.000355411512545291 0.003027191003784242 4.763185633290635e-06 0.023309232699284192 0.00025523015764339693 0.0034067049122478285 0.0010282683820633405 0.002980311645467713 1.1358619059321701e-06 0.4733559102567295
0.0007276849082865017 506998.12958657247 2436.930855943548 0.6640068432831315 1416.141365836358 0.0037010304092640854 0.00037267348353678013 0.002496428148337792 0.2839153362049008 0.006654605256692745 0.05611230732405088 0.0013710418597793273 3.979639156509429e-05 0.0002577002990038834 5.3814319858092476e-05 0.002310176400518924 0.001479052309637682 0.11319759936617219 0.02069418451625316 0.000356521874737203 0.0029978062357975802 4.6739492270754785e-06 0.02317359222408464 0.00024778835181422416 0.0032551768180440407 0.0010283802585219278 0.0029232959174526206 1.107824018801428e-06 0.4733559102567295
0.0007278780392753895 506892.906298146 2437.680023004001 0.6636227011676714 1415.8384967117058 0.003700758969897469 0.00037343534042925513 0.0025031914858422775 0.28377459924624165 0.006671686693495552 0.05616548426956949 0.0013683922490682389 3.9905665837895e-05 0.00025787320290100843 5.389461181338483e-05 0.002306674654568531 0.0014753158811614622 0.11330295862563054 0.0207198861535855 0.0003566915094351094 0.0029933116967194684 4.660358853807679e-06 0.023152316364452086 0.0002466509741559307 0.003232319073108717 0.0010283812496355634 0.0029145979379407772 1.103528925766631e-06 0.4733559102567295
0.0007280712821183372 506787.51102402015 2438.4300436154517 0.6632383764795332 1415.535132552618 0.003700477657372724 0.00037419875583499747 0.0025099803445366945 0.28363366005455687 0.006688820726635267 0.056218706175545356 0.0013657447107015106 4.001509371307157e-05 0.0002580449453201923 5.3974777102904014e-05 0.002303161536311509 0.0014715738470769135 0.11340840897483184 0.020745629405001804 0.00035686100409008627 0.0029888189930958563 4.646789868205337e-06 0.023130908445065847 0.0002455143733304352 0.003209556084460914 0.0010283779021687226 0.002905909912337815 1.0992343099402513e-06 0.4733559102567295
0.0007282646369980894 506681.94362115156 2439.1809163273365 0.6628538701038609 1415.231272947256 0.00370018645391922 0.00037496372926960024 0.0025167948239018293 0.2834925184942425 0.006706007478704038 0.056271972982755034 0.0013630992481930824 4.0124673541178334e-05 0.00025821551679329404 5.405481324788632e-05 0.0022996370524011097 0.0014678262506947492 0.11351395024478735 0.020771414351104318 0.00035703035319306745 0.002984328104691299 4.6332422807783725e-06 0.023109368388595338 0.0002443785717733193 0.0031868879147565685 0.0010283701991331826 0.0028972319151567695 1.0949401339849112e-06 0.4733559102567295
0.0007284581040975475 506576.20394908416 2439.9326396583037 0.6624691829355415 1414.9269174913443 0.003699885341878055 0.00037573026021146263 0.002523635023714293 0.283351174432588 0.00672324707211731 0.056325284630876424 0.0013604558649726822 4.02344036525564e-05 0.00025838490782686155 5.413471775567604e-05 0.002296101209881059 0.0014640731356562345 0.11361958226338532 0.020797241072488426 0.0003571995511789913 0.0029798390111297067 4.6197161019775995e-06 0.023087696120836197 0.0002432435919750341 0.0031643146244175182 0.001028358123527115 0.0028885640207397417 1.0906463588469487e-06 0.4733559102567295
0.0007286516835997622 506470.29187001457 2440.6852120963135 0.662084315879266 1414.6220657882704 0.003699574303703673 0.00037649834810133645 0.0025305010440441556 0.28320962773982195 0.006740539629103175 0.05637864105847597 0.0013578145643870934 4.0344282356484024e-05 0.0002585531089036023 5.4214488119486264e-05 0.0022925540161543192 0.001460314545929833 0.11372530485529345 0.020823109649739453 0.00035736859242536365 0.002975351691899157 4.606211342112059e-06 0.023065891570737063 0.00024210945647766029 0.0031418362716279097 0.0010283416583357554 0.0028799063032509996 1.0863530395125095e-06 0.4733559102567295
0.0007290333244124214 506261.16231840214 2442.170100742821 0.6613256852705358 1414.0201183943218 0.003698932522658147 0.00037801587299114795 0.0025441015874499056 0.2829302170444256 0.006774757754554626 0.05648387284963632 0.001352617855997977 4.056114849724467e-05 0.0002588809125093722 5.4371216993354415e-05 0.0022855336120003915 0.0014528950652589496 0.11393382058352762 0.020874188100836397 0.0003577010879707523 0.0029665177165823513 4.579672463723715e-06 0.023022553970241066 0.00023987800260437275 0.0030978364936853774 0.0010282963201676703 0.002862882454486884 1.0778977302547834e-06 0.4733559102567295
0.0007294154034696752 506051.36229499045 2443.6582657924655 0.660566367357751 1413.4162411499155 0.003698252028186682 0.00037953943154839313 0.002557803477006623 0.28265001870516493 0.006809182786267073 0.05658927765211909 0.001347429264858267 4.077857116408465e-05 0.0002592039887378153 5.452739614062253e-05 0.002278469259561245 0.001445454857301921 0.11414268564114305 0.02092542988428323 0.00035803290911910545 0.002957690386111729 4.5532168073237135e-06 0.02297870236641561 0.00023765008560271085 0.003054205694039244 0.0010282337537304786 0.002845898942881234 1.0694450790958437e-06 0.4733559102567295
0.0007297979221752093 505840.8908380971 2445.149694643272 0.6598063693858027 1412.8104312868943 0.003697532690094115 0.0003810690182118672 0.002571607487222293 0.28236903183134365 0.0068438156515976175 0.05669485495844447 0.0013422488137794365 4.099653671692397e-05 0.00025952226409475804 5.4683005938959236e-05 0.002271361028741138 0.0014379942689911095 0.11435189858002244 0.02097683561547724 0.0003583640109925132 0.0029488695393631945 4.526844446431008e-06 0.022934336323922895 0.00023542587927777753 0.00301094424151391 0.0010281538286309503 0.0028289563289216318 1.0609955242217985e-06 0.4733559102567295
0.0007301808819346705 505629.7470283977 2446.6443742171887 0.6590456987496521 1412.2026861590066 0.0036967743799937313 0.00038260462682668375 0.002585514396958195 0.2820872555788305 0.0068786572746164865 0.056800604243771764 0.0013370765243266175 4.121503118499671e-05 0.0002598356647616285 5.483802655591633e-05 0.0022642089955357456 0.001430513652143791 0.11456145790253595 0.02102840590951518 0.0003586943478422577 0.0029400550133069857 4.5005554520913766e-06 0.022889455456843188 0.00023320555808809828 0.00296805247026194 0.0010280564143208203 0.0028120551700671946 1.0525495297281767e-06 0.4733559102567295
0.0007306879691311568 505349.5067341965 2448.625834944728 0.6580388044555028 1411.3960573794825 0.0036957115712914325 0.000384644476878314 0.0026040635584451354 0.28171343478233557 0.0069250522707471245 0.056940705161018526 0.0013302495039458717 4.150474554122101e-05 0.000260242479642649 5.504207958034111e-05 0.00225468437310796 0.0014205914975771274 0.11483909830455039 0.02109685371551245 0.0003591299153609831 0.00292840853262646 4.465920273819065e-06 0.022829316084785094 0.00023027577551878897 0.002911902599424077 0.0010279005216253735 0.0027897704861909027 1.041387289884501e-06 0.4733559102567295
0.0007311958332814262 505068.0873123126 2450.612923571427 0.6570307649754156 1410.5860346614945 0.0036945801066347625 0.00038669482794726216 0.0026227958434172803 0.28133823055767454 0.00697181603272524 0.05708110455378908 0.0013234368343361164 4.179532578613865e-05 0.0002606404687261473 5.524502041568626e-05 0.002245083507215752 0.0014106357821072784 0.11511733797894896 0.021165591773851817 0.00035956395345664434 0.0029167724299908873 4.431431143976554e-06 0.02276827525278371 0.00022735349902307386 0.002856400280268607 0.0010277135159721161 0.0027675605337213146 1.0302333331145595e-06 0.4733559102567295
0.0007317044776506662 504785.4870107157 2452.605605780072 0.6560215986975358 1409.77261296192 0.0036933797050539034 0.00038875566063644536 0.0026417130891450377 0.2809616413609842 0.0070189506667110635 0.05722180105782636 0.0013166385548117846 4.208673678140534e-05 0.0002610294587733189 5.544680146060449e-05 0.0022354066263027077 0.0014006473603809838 0.11539617303231968 0.02123462150332523 0.00035999634884147834 0.002905146313128719 4.397088207932427e-06 0.022706332498367055 0.000224439136594169 0.002801545986164221 0.0010274950945616125 0.0027454265740000532 1.0190888915526477e-06 0.4733559102567295
0.0007322139055085912 504501.70421726373 2454.603845743829 0.6550113244766136 1408.955787640482 0.0036921100914971347 0.0003908269536491613 0.002660817145530472 0.28058366579990995 0.007066458266731379 0.057362793253564956 0.001309854700940849 4.237894236598167e-05 0.0002614092757366006 5.564737451038598e-05 0.0022256539780995867 0.001390627101565693 0.11567559941298157 0.021303944321048252 0.00036042698550851 0.0028935297847338223 4.362891604981487e-06 0.022643487517123917 0.0002215330974274982 0.0027473400815312284 0.0010272449544467867 0.0027233698576132866 1.0079551475914174e-06 0.4733559102567295
0.0007327241201288049 504216.7374584504 2456.6076061496024 0.6539999616209121 1408.1355544560256 0.00369077099675221 0.0003929086838281111 0.0026801098744314053 0.2802043026315548 0.0071143409144087 0.05750407966723592 0.0013030853046952845 4.267190538636369e-05 0.00026177974485305143 5.584669079127056e-05 0.00221582582912071 0.0013805758887191362 0.11595561291389969 0.0213735616422697 0.00036085574480327666 0.0028819224429033545 4.328841468794385e-06 0.022579740159592222 0.0002186357915818643 0.0026937828246721973 0.0010269627926641177 0.0027013916242815896 9.96833355797505e-07 0.4733559102567295
0.0007336214462160464 503713.761653872 2460.137383616891 0.6522224729421848 1406.6878156036805 0.003688252158649876 0.00039658722355057996 0.002714429929308528 0.279535171874312 0.00719928670243955 0.05775274046336918 0.0012912402132635409 4.318776313516897e-05 0.0002624067797933306 5.619329807468677e-05 0.002198396027066929 0.001362864150206349 0.1164484357761885 0.02149645456560419 0.00036160329916700107 0.0028615728166888534 4.269438770214345e-06 0.022465683797863394 0.0002135734461829468 0.0026013595956534763 0.001026389278161452 0.0026630137983521167 9.773474677326114e-07 0.4733559102567295
0.0007345212233183558 503207.1293147488 2463.683821035467 0.6504418031857734 1405.2295519664465 0.003685517143655543 0.00040029767922984075 0.0027493470883915025 0.2788617595143075 0.00728540504478394 0.05800229395929012 0.0012794398592281266 4.3705620795623026e-05 0.00026300352989639726 5.6535610859763014e-05 0.0021807362831725513 0.0013450648087254173 0.11694302845794882 0.021620266512648232 0.00036234401761867465 0.002841247998969419 4.210488210368595e-06 0.02234884967145404 0.00020854148904679874 0.0025109344729415278 0.0010257145694620704 0.0026248880135958394 9.57909037460127e-07 0.4733559102567295
0.0007354234692011986 502696.8359683671 2467.2466808016197 0.6486580677216416 1403.7607506749398 0.0036825646427034583 0.0004040398794600495 0.002784871694425233 0.27818406256241857 0.007372706863127696 0.05825273085178837 0.0012676843304957161 4.422525316762171e-05 0.00026356903639375483 5.6873352143542884e-05 0.002162848498723333 0.0013271829638084084 0.11743936438069949 0.021745005077445326 0.000363077194311755 0.0028209457185801494 4.1519903692683065e-06 0.022229240793607507 0.0002035421478407182 0.0024225062668116735 0.0010249370319705068 0.002587020687896109 9.385250812869745e-07 0.4733559102567295
0.000736328201648148 502182.87874012796 2470.8257094580017 0.6468713867335789 1402.281403459188 0.003679393412910466 0.0004078136320769188 0.0028210142054053387 0.2775020797172497 0.007461202918936129 0.05850404124066931 0.0012559736791620544 4.474642435306945e-05 0.0002641023360853195 5.72062394340126e-05 0.0021447347785966105 0.0013092238517876606 0.11793741524829192 0.02187067782393316 0.00036380209510046807 0.002800663668301488 4.093945770474766e-06 0.02210686188093387 0.00019857764894671054 0.0023360726526659116 0.0010240550347941433 0.0025494181051097914 9.19202754986071e-07 0.4733559102567295
0.0007372354384525835 501665.2564159826 2474.42063742795 0.6450818852667616 1400.7915068259817 0.0036760022796268103 0.0004116187236277748 0.0028577851909366097 0.2768158114191171 0.007550903801516418 0.058756214614755504 0.0012443079220748996 4.5268887668165766e-05 0.0002646024624651001 5.7533984957234344e-05 0.002126397434371624 0.001291192843129203 0.11843715100438387 0.02199729228192459 0.00036451795725120893 0.0027803995092522617 4.036354884595189e-06 0.021981719389461144 0.0001936502131800502 0.00225163015933895 0.0010230669525572646 0.0025120864074292654 8.999493598813873e-07 0.4733559102567295
0.0007383363415199274 501034.1645269789 2478.7904447442575 0.642913451161806 1398.9750054202345 0.003671604352143079 0.00041626348545599907 0.002903124223395991 0.27597987325859596 0.007661044760287237 0.05906241900836779 0.001230255244468945 4.590229585343539e-05 0.0002651617650186779 5.792318347798111e-05 0.0021039185424843697 0.0012692915995575198 0.11904391297764201 0.022151733618410344 0.000365370756380802 0.0027559054594244637 3.967291316467955e-06 0.02182664623309455 0.00018774194573934388 0.0021521304761871556 0.0010217275102901914 0.0024672949953536212 8.767603235767543e-07 0.4733559102567295
0.0007394409672400492 500397.71404359775 2483.182562114947 0.6407413195883916 1397.1430801534511 0.0036668811711722316 0.00042095330549177294 0.00294941776931929 0.27513767432535896 0.007772982232375745 0.059369849069958944 0.0012162681431014156 4.653673978422576e-05 0.0002656693838883412 5.8303900000674614e-05 0.0020811209614275557 0.0012473031884643075 0.11965303401381737 0.022307577289700165 0.00036620770862484393 0.0027314298943219 3.898893008460807e-06 0.021667558863575853 0.00018189504359173927 0.0020555274638727767 0.0010202275979105634 0.0024229190880758434 8.536964265532035e-07 0.4733559102567295
0.0007405493470648631 499755.91341831494 2487.5964140273827 0.6385657411757943 1395.2957553462986 0.0036618310847803142 0.0004256876732445685 0.0029966851535485816 0.27428922636025027 0.007886733795849907 0.059678482406346295 0.0012023464485490705 4.7171717800735333e-05 0.0002661236035022566 5.86755964338874e-05 0.002058010039169168 0.0012252378712217214 0.12026444997490711 0.022464836375381807 0.00036702729189481634 0.0027069685427361105 3.831160500151795e-06 0.02150447940006123 0.0001761133537896914 0.001961808098647919 0.001018564392492894 0.002378968630898468 8.307712625591313e-07 0.4733559102567295
0.0007416615123830178 499108.77532048774 2492.031387825899 0.6363869774919945 1393.4330674331286 0.0036564526076717403 0.0004304660267688251 0.0030449459055916935 0.2734345454009893 0.008002316536771862 0.059988295164170334 0.001188489922303591 4.7806704035289055e-05 0.0002665227128825846 5.9037725318545904e-05 0.0020345915970477737 0.0012031061687132912 0.12087809249875928 0.022623523842652878 0.0003678279201578053 0.0026825171086084136 3.7640942336887075e-06 0.021337434042594028 0.00017040067157091706 0.001870956801038334 0.0010167351003652599 0.002335453192413117 8.079986109469448e-07 0.4733559102567295
0.0007427774944973062 498456.3167993756 2496.4868330591494 0.6342053011387524 1391.5550654765027 0.00365074442565187 0.00043528775129259164 0.003094219749244778 0.2725736519172012 0.008119747017850407 0.060299261994408535 0.0011746982590588144 4.844114828838407e-05 0.0002668650088309535 5.938973045710326e-05 0.0020108719349344563 0.0011809188521630391 0.12149388889331844 0.022783652536643075 0.0003686079431619251 0.002658071282399544 3.6976945588213824e-06 0.02116645314195427 0.00016476073015370664 0.001782955429153864 0.0010147369618790643 0.00229238194826412 7.853924005442392e-07 0.4733559102567295
0.0007438973245984736 497798.55946765776 2500.9620609255494 0.632020995846143 1389.6618116981654 0.003644705400508727 0.0004401521777054716 0.003144526590102705 0.2717065709610104 0.008239041242671595 0.06061135601326726 0.0011609710894631958 4.907447593659351e-05 0.0002671487996461014 5.973104767567093e-05 0.0019868578363209165 0.0011586869320567945 0.12211176201996558 0.02294523516940312 0.0003693656462909086 0.0026336267542112495 3.631961738133073e-06 0.020991571273326022 0.00015919718908859908 0.0016977832760080346 0.001012567256978706 0.002249763663220781 7.629666729120494e-07 0.4733559102567295
0.0007452944848513653 496973.7387447809 2506.5504482044057 0.6293030725995142 1387.287691526612 0.0036367374355234577 0.00044625621495449395 0.003208519043311735 0.27062036465186745 0.008389923516476189 0.06100076156323359 0.0011439998812020058 4.9859129026469195e-05 0.0002674174385536295 6.0139487352334834e-05 0.0019566132040338704 0.0011310113764525398 0.12288243973914165 0.023148099061041625 0.0003702735435416392 0.0026032418745792663 3.5511971539810904e-06 0.020768846204073484 0.00015239454776981757 0.001595837211446382 0.0010096275589684962 0.0021974404952969985 7.353682683600361e-07 0.4733559102567295
0.000746697695918008 496140.8358636041 2512.1667838700087 0.6265821355725657 1384.8903081055241 0.003628255545692135 0.000452423569912315 0.0032741769490932235 0.26952471526560196 0.008543736488690935 0.06139180598342966 0.0011271266732547156 5.0639927667123397e-05 0.00026758994838738446 6.0529425562746246e-05 0.0019259400680197744 0.0011033063244296714 0.12365603168541763 0.023353251904393604 0.00037114065963384386 0.002572844184026543 3.471463056573744e-06 0.02054024004297084 0.0001457220730253979 0.0014981749035933099 0.001006413710112235 0.0021458448497211325 7.080975766740902e-07 0.4733559102567295
0.0007481070165372217 495299.9245420991 2517.8094917989833 0.6238588023711757 1382.4698736151258 0.0036192587502580304 0.0004586525851401043 0.003341539486800839 0.2684197026999458 0.00870050672051386 0.06178442718857644 0.0011103503909910316 5.1415611362640466e-05 0.00026766321449861734 6.089974022757913e-05 0.0018948546252106767 0.0010755942686884496 0.124432359380347 0.023560717078048538 0.00037196328940397176 0.0025424256093662884 3.3927594630316138e-06 0.0203058473670707 0.0001391861417318795 0.0014047401726715878 0.0010029208318201419 0.002094990649464121 6.811816680948285e-07 0.4733559102567295
0.0007495225048629997 494451.0914232054 2523.4769003853457 0.6211337177396524 1380.0266374404418 0.0036097465352663643 0.00046494145772332676 0.003410646104628845 0.267305419391293 0.008860259025808774 0.06217855902695378 0.0010936698460336462 5.218486258239421e-05 0.00026763419446877755 6.124930019106258e-05 0.0018633742502267377 0.0010478981204371982 0.1252112325362651 0.02377051752114684 0.0003727375783025983 0.002511978229670129 3.3150862376112132e-06 0.020065773410445655 0.0001327928287509737 0.0013154709180201536 0.0009991442069461518 0.0020448906644647794 6.546474055686443e-07 0.4733559102567295
0.0007509442183682994 493594.4366268221 2529.167242076782 0.6184075535548071 1377.5608877633622 0.0035997188638967875 0.00047128823538143693 0.0034815364648755663 0.26618197072629984 0.009023016352343862 0.06257413118223017 0.0010770837496316189 5.2946307863064256e-05 0.0002674999315259038 6.157696854220197e-05 0.0018315174903066832 0.0010202411579171091 0.12599244876648616 0.023982675700134595 0.000373459525802737 0.0024814943203167275 3.2384431054811395e-06 0.019820134138624664 0.0001265478737077315 0.0012302992491882907 0.0009950792999562303 0.001995556473827159 6.285213054146493e-07 0.4733559102567295
0.0007523722137443556 492730.07430091925 2534.8786532268523 0.6156810087507368 1375.0729531442655 0.0035891761858664103 0.00047769081277048494 0.0035542503849350054 0.2650494754425753 0.00918879965983719 0.06297106908086546 0.001060590727125909 5.36985192505289e-05 0.00026725756847289524 6.188160617089398e-05 0.0017993040553984639 0.0009926469708413429 0.12677579331214936 0.02419721357542864 0.000374124989737461 0.0024509663978246267 3.1628296656395895e-06 0.01956905628906375 0.00012045664836269924 0.0011491516476978298 0.0009907217779377227 0.001946998431906461 6.028293853626863e-07 0.4733559102567295
0.0007538065467960978 491858.1331638471 2540.6091742845188 0.6129548091641456 1372.5632040795922 0.0035781194456405005 0.00048414692806164714 0.0036288277739707124 0.2639080660110976 0.009357627795925763 0.063369293807365 0.0010441893334326823 5.444001616858514e-05 0.000266904361939969 6.216207555284698e-05 0.0017667548026825645 0.0009651394009338477 0.12756103879253952 0.02441415256842706 0.00037472969172687226 0.002420387264929645 3.0882454028827914e-06 0.019312677371294152 0.00011452412557075025 0.0010719491618401361 0.0009860675322913496 0.0018992256394628454 5.775970124919868e-07 0.4733559102567295
0.0007552472723339189 490978.75703247276 2546.356750343983 0.6102297072925944 1370.0320545230315 0.003566550089311886 0.000490654159864352 0.0037053085651420218 0.26275788899533903 0.009529517370580665 0.06376872202913837 0.0010278780694683062 5.5169267732702294e-05 0.0002664376968633192 6.241724476984687e-05 0.0017338917150676654 0.0009377424787106802 0.12834794498390026 0.02463351352911854 0.0003752692238464062 0.0023897500555489283 3.0146896986051113e-06 0.019051145623057607 0.00010875485040773819 0.0009986076353538866 0.0009811127009947392 0.0018522459206022708 5.528487516218608e-07 0.4733559102567295
0.0007566944440617018 490092.10533453856 2552.119232073778 0.6075064819638386 1367.4799633624034 0.003554470070184949 0.0004972099245288184 0.0037837326432927005 0.2615991053855681 0.00970448262881925 0.0641692659317626 0.001011655399452757 5.588469548454691e-05 0.00026585510117889746 6.26459917583297e-05 0.0017007378736246448 0.0009104803566633301 0.1291362586287609 0.02485531670431011 0.00037573905657085373 0.00235904827945683 2.94216184013665e-06 0.01878461992265124 0.00010315291354981238 0.0009290379686093871 0.0009758536913942665 0.0018060658055934333 5.28608213546967e-07 0.4733559102567295
0.0007581481144610588 489198.35360375757 2557.894377038297 0.6047859379159163 1364.907435845098 0.0035418818531244866 0.0005038114738553147 0.0038641397680764366 0.2604318909070558 0.009882535321612212 0.06457083316533345 0.0009955197690152808 5.658467655725568e-05 0.00026515426068887655 6.284720876561584e-05 0.0016673174240076697 0.000883377239081843 0.1299257132775047 0.025079581706475985 0.0003761345479782501 0.002328275866473803 2.870661028542027e-06 0.01851326965828277 9.772192703420298e-05 0.00086314641035717 0.0009702872034792111 0.0017606905195765082 5.0489790403408e-07 0.4733559102567295
0.0007596083346719553 488297.6939541577 2563.679851423498 0.6020689052857321 1362.3150249425057 0.0035287884176642046 0.000510455893253247 0.003946569492508452 0.2592564362992411 0.010063684575267358 0.06497332680303076 0.0009794696239924384 5.726754731268442e-05 0.00026433303398898166 6.301980699543638e-05 0.0016336555367707714 0.0008564573088302846 0.13071602916532593 0.02530632748333856 0.00037645095424145133 0.0022974272098622967 2.800186384960471e-06 0.018237274553834868 9.246500280609756e-05 0.0008008348785695707 0.000964410253550665 0.0017161239774225814 4.817390767633914e-07 0.4733559102567295
0.000761075154369984 487390.33552908135 2569.47323217902 0.5993562390025438 1359.703332641844 0.003515193259841018 0.0005171401004070256 0.004031061076926574 0.2580729475620354 0.010247936759736556 0.06537664531327947 0.0009635034297873508 5.7931607471298116e-05 0.0002633894673317885 6.316272142950494e-05 0.0015997783614332683 0.0008297446514286644 0.13150691312851626 0.02553557228834754 0.00037668344147543607 0.0022664972085856285 2.7307369554342224e-06 0.017956824449925315 8.738473451178426e-05 0.0007420013089821069 0.0009582201981735725 0.0016723687850965629 4.5915159188241106e-07 0.4733559102567295
0.0007625486216405135 486476.5049206452 2575.2720095869827 0.5966488180835499 1357.0730111537334 0.0035011003927544115 0.0005238608445054661 0.004117653398359568 0.25688164616590115 0.010435295356200056 0.06578068254677182 0.0009476196911587645 5.8575124726300706e-05 0.00026232180932883603 6.327491580742869e-05 0.001565712974244723 0.0008032631768242441 0.13229805856366014 0.025767333652184653 0.00037682709898673774 0.0022354813081202365 2.6623117140347943e-06 0.017672119040022638 8.248318283985616e-05 0.0006865400293338072 0.0009517147583013879 0.0016294262477414513 4.371537817374215e-07 0.4733559102567295
0.0007640287828499017 485556.4465560372 2581.0735902650363 0.5939475448301985 1354.424764024442 0.003486514345891548 0.0005306147060844979 0.004206384855331884 0.25568276922299743 0.010625760824197975 0.06618532773942021 0.0009318169723083214 5.9196339837019616e-05 0.00026112852540329277 6.335538773922665e-05 0.001531487319723778 0.0007770365392747685 0.1330891454327453 0.026001628355364223 0.00037687695392553167 0.0022043755395458817 2.594909564185641e-06 0.017383367562387602 7.776186458883643e-05 0.0006343421566095039 0.0009448920434657601 0.0015872963845372531 4.157623253858592e-07 0.4733559102567295
0.0007655156825139998 484630.4230469536 2586.8753006067245 0.591253343924535 1351.7593471417154 0.0034714401632721867 0.0005373980975299835 0.004297293268162031 0.25447656961679854 0.010819330468630916 0.06659046553224769 0.0009160939171197275 5.979347221100614e-05 0.0002598083118855115 6.340317392223226e-05 0.0014971301461053463 0.0007510880558154858 0.13387984031707192 0.026238472401984774 0.00037682798732276287 0.002173176556640816 2.5285293382455798e-06 0.017090788448986722 7.322174563934719e-05 0.0005852960142129149 0.0009377505759165499 0.0015459779503207381 3.949921339686011e-07 0.4733559102567295
0.0007670093631642425 483698.71549803205 2592.674390660807 0.5885671614248812 1349.077569622399 0.0034558834004632588 0.0005442072642900307 0.004390415774831908 0.2532633160873828 0.011015998307060838 0.06699597600924131 0.0009004492693845124 6.0364725977990716e-05 0.00025836010962783064 6.341735543494547e-05 0.0014626709348525796 0.0007254406238272859 0.1346697965229915 0.02647788099470141 0.00037667515150118674 0.0021418816707022823 2.4631697954449555e-06 0.016794608932563782 6.886323802867538e-05 0.000539287565835019 0.0009302893145870299 0.0015054684639392536 3.748562485495003e-07 0.4733559102567295
