"X" "Pressure" "Temperature" "Density" "Velocity" "H2" "H" "O" "O2" "OH" "H2O" "HO2" "CH" "CH2" "CH3" "CH4" "CO" "CO2" "HCO" "CH2O" "CH3O" "C2H2" "C2H3" "C2H4" "HCCO" "CH2CO" "CH3CO" "N2" 
0.0013328596715841152 424605.0046269321 2883.106164023035 0.4569077111765976 1178.985371522917 0.0016387769035093173 0.0011767665465339727 0.02854272012249407 0.133979941707382 0.03691616260682071 0.08344821135512893 3.277115217310363e-05 1.4059745221221313e-13 3.455342558881859e-14 1.8331090540023996e-14 0.0 0.12639681655914375 0.11451151047337503 4.1147085515363054e-07 8.51190196647786e-10 0.0 0.0 6.233168619440437e-18 0.0 0.0 0.0 0.0 0.4733559102567295
0.0013444928361502854 424417.6047407568 2884.1192061962797 0.45658381591858754 1178.4459696425843 0.0016419282272637033 0.0011801063967303716 0.02859883199683095 0.13366973045361896 0.03696003024631795 0.08336698177135446 3.2737547976491326e-05 1.408387622378054e-13 3.4166923260649235e-14 1.7676982314971855e-14 0.0 0.1258978515027704 0.11529548019687981 4.10560114075115e-07 8.485579848814724e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0013561342184873794 424231.6420702076 2885.12485450412 0.45626285831373314 1177.9107045674782 0.001644901261620361 0.0011832248991976776 0.02865120342865254 0.13337226760408616 0.03700196625577888 0.083290345446903 3.2707438546379994e-05 1.408487973215395e-13 3.396320929477838e-14 1.638792329673894e-14 7.259632281230672e-16 0.12541862323876177 0.11604843965486235 4.0967371842982753e-07 8.460919363332025e-10 0.0 0.0 0.0 2.1467110901971884e-19 0.0 0.0 0.0 0.4733559102567295
0.0013711144979396072 423994.6029095114 2886.407196743777 0.4558544000983941 1177.2284236342266 0.0016484727287278535 0.0011869224334293401 0.028713293186474153 0.13300773053508805 0.03705318513216127 0.08319827183012905 3.267364071489086e-05 1.4015305035355686e-13 3.437704138808849e-14 1.5686558822703204e-14 0.0 0.12483026044121806 0.11697287040752424 4.0856937883635253e-07 8.431512208053753e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0013861081295020554 423759.83706309 2887.6776992694768 0.4554505793831708 1176.5526860871782 0.0016517744358056131 0.0011902844165059693 0.028769770047237526 0.13266242996151584 0.03710152323968708 0.08311313158535627 3.264511666500116e-05 1.4354295944336236e-13 3.563580383865865e-14 1.8632593066810746e-14 0.0 0.12427179343648335 0.11785032916382664 4.075042528189718e-07 8.404912233741934e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0014011149861738407 423527.28545102326 2888.9365863125286 0.4550512721172201 1175.8833218755904 0.0016548198667079286 0.0011933273483607947 0.028820936494892913 0.13233538714693815 0.03714714290611878 0.08303457087560223 3.2621600250180843e-05 1.4293941828399004e-13 3.6080814287302966e-14 2.026744987100173e-14 0.0 0.12374175503260944 0.11868312116065649 4.064775462335247e-07 8.3796146980129e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001416134944310054 423296.88861875806 2890.184085553853 0.45465635462747656 1175.2201598691627 0.0016576220518232632 0.001196067252229944 0.028867081779410483 0.1320256636150881 0.03719019728629869 0.08296224903062352 3.260283743058785e-05 1.4969824894593734e-13 3.3628297874353045e-14 1.5901832255645518e-14 0.0 0.12323873073776588 0.11947346883254686 4.054884736078985e-07 8.356772898678677e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001431167883631045 423068.5870859471 2891.4204265466333 0.4542657041959615 1174.5630288619154 0.0016601935517471995 0.0011985196489568614 0.028908482256017227 0.13173236049414447 0.03723083087407715 0.08289583865226598 3.2588585677712403e-05 1.372751356016674e-13 3.640420478095484e-14 1.9569025199709337e-14 0.0 0.12276135921388263 0.1202235111010086 4.04536163989399e-07 8.337145351701461e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001446213687215279 422842.3217233515 2892.6458390454136 0.4538791996807598 1173.9117586589578 0.0016625464455790736 0.0012006995375382025 0.028945401716387542 0.1314546177630563 0.03726918003034212 0.08283502561221294 3.257861380456967e-05 1.5718162206351506e-13 3.152929319619495e-14 2.575671926405689e-14 0.0 0.12230833240145607 0.12093530317654404 4.0361963529400917e-07 8.318051609752745e-10 0.0 0.0 0.0 1.4450833837764236e-17 0.0 0.0 0.0 0.4733559102567295
0.0014612722414730508 422618.0339805783 2893.86055196323 0.45349672187569806 1173.2661807315426 0.0016646923274676805 0.0012026213808487324 0.028978091761323405 0.13119161342591226 0.03730537341283741 0.08277950898302246 3.257270104586164e-05 1.6199874785910378e-13 3.292064203886861e-14 2.468967989044132e-14 0.0 0.12187839532437603 0.1216108168641697 4.027377828082741e-07 8.300564231099922e-10 0.0 0.0 0.0 1.1878854885576936e-17 0.0 0.0 0.0 0.4733559102567295
0.0014763434361060805 422395.6661481976 2895.06479219394 0.45311815392681604 1172.6261289732079 0.0016666423067442377 0.0012042990993193048 0.02900679211958984 0.1309425626533226 0.03733953241862962 0.08272900086000942 3.2570637263880623e-05 6.3725642851579e-14 2.0750236020267722e-14 1.309835513159715e-14 0.0 0.12147034559786879 0.12225194133784763 4.0188976299831826e-07 8.281386155285738e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001491427164054578 422175.1615234346 2896.258783860994 0.45274338157880484 1171.9914401735214 0.0016684070153653362 0.0012057460659386152 0.029031731028290566 0.1307067168266213 0.03737177157545693 0.08268322613182467 3.257222187778419e-05 8.959567370857855e-14 0.0 8.531388922817444e-15 0.0 0.12108303270836214 0.12286048427306588 4.010743165713052e-07 8.265358474113754e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015065233214361837 421956.4645819846 2897.4427475343723 0.4523722934327012 1171.3619545137312 0.0016699966139122873 0.0012069751078992738 0.02905312558180839 0.1304833625398176 0.03740219893009948 0.0826419222067433 3.257726404979654e-05 2.0349060792514595e-13 1.4939913751148306e-14 1.773060175570545e-14 0.0 0.1207153570942332 0.12343817329338402 4.0029042220067903e-07 8.256376884368634e-10 2.016915871297633e-13 0.0 0.0 3.0558956853860624e-17 0.0 0.0 0.0 0.4733559102567295
0.0015102992910039125 421902.06641140324 2897.7371970459103 0.45228008428216165 1171.2053777089163 0.0016703677990407297 0.0012072497690556294 0.0290579448248542 0.13042939543902843 0.037409534747721414 0.08263226518589309 3.2579043413016266e-05 1.802309314810537e-13 3.4573961994434755e-14 2.1030885180173857e-14 0.0 0.12062638243178304 0.12357796958280398 4.000993428697993e-07 8.255183960347296e-10 8.562725276408344e-14 0.0 0.0 4.3310758146363506e-17 0.0 0.0 0.0 0.4733559102567295
0.0015140760295529845 421847.7769870375 2898.031036714024 0.4521880969353794 1171.0491139131775 0.0016707287952483552 0.001207511767046573 0.029062558614651783 0.13037615615837558 0.0374167652579353 0.08262286809050973 3.258102476376107e-05 1.5429902451294072e-13 4.0096867501110035e-14 2.6639254013311913e-14 0.0 0.1205385533338063 0.1237159659709752 3.999101786362007e-07 8.25493572923178e-10 0.0 0.0 0.0 2.3270732429497234e-17 0.0 0.0 0.0 0.4733559102567295
0.0015178535355504785 421793.59548314725 2898.3242698484087 0.4520963297464517 1170.8931607498848 0.0016710797478342609 0.0012077612865150809 0.029066970031685527 0.13032363453878018 0.03742389197426399 0.08261372717133623 3.2583205369135004e-05 1.491564001894464e-13 3.61355484089848e-14 3.2233248375250026e-14 0.0 0.1204518540664685 0.12385218717900066 3.9972286696274024e-07 8.254446306676967e-10 0.0 0.0 0.0 1.4596533615011345e-18 0.0 0.0 0.0 0.4733559102567295
0.0015216318074752354 421739.5210813456 2898.61689973412 0.45200478108494646 1170.7375158636028 0.0016714208003722132 0.0012079985099479116 0.02907118211616696 0.13027182054847 0.0374309163900559 0.08260483872422579 3.258558253122267e-05 1.551484243526726e-13 3.500826678383798e-14 2.883639554565735e-14 0.0 0.12036626908530722 0.12398665763033521 3.995373474599765e-07 8.24930411155905e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001525410843817544 421685.55296838225 2898.908929639999 0.4519134493320226 1170.5821769135596 0.0016717520947650856 0.0012082236177279986 0.029075197869287875 0.13022070428141924 0.037437839977073936 0.08259619909009215 3.2588153591854384e-05 1.5570531654949088e-13 3.767427562322103e-14 1.1913014597174215e-14 0.0 0.1202817830318594 0.12411940145567567 3.993535486425059e-07 8.23783038916998e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015291906430790823 421631.6903318042 2899.2003628319503 0.45182233287307266 1170.4271415611834 0.0016720737711992772 0.0012084367882703425 0.029079020255449225 0.1301702759566193 0.03744466417997094 0.08258780465783755 3.2590915927883165e-05 1.5124876415071985e-13 3.818331338797087e-14 6.11078957477997e-15 0.0 0.12019838073201794 0.12425044249608616 3.9917155974060017e-07 8.234079770799352e-10 2.326758055474278e-13 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015329712037730064 421577.93236119207 2899.4912025722133 0.45173143009982625 1170.2724074737164 0.0016723859681131137 0.0012086381979490557 0.029082652201870368 0.13012052591694537 0.037451390417949516 0.08257965186367351 3.2593866969639476e-05 1.4981576224525966e-13 3.5920962475166444e-14 1.454531467419157e-14 0.0 0.12011604719565971 0.12437980430420255 3.9899154047979263e-07 8.23746544742214e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015367525244239352 421524.27825628046 2899.7814520883826 0.4516407394241173 1170.1179723477007 0.001672688822264857 0.001208828021036294 0.029086096594854845 0.13007144462704262 0.03745802009630699 0.08257173718465763 3.259700420454743e-05 1.5211490530054047e-13 3.515666493162131e-14 2.1817392763873434e-14 0.0 0.120034767615192 0.12450751014617832 3.9881342700778714e-07 8.238222154958013e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015405346035677761 421470.72722718166 2900.071114569684 0.45155025927820835 1169.9638339096173 0.00167298246875878 0.0012090064297441852 0.029089356280860013 0.13002302267243046 0.03746455460543854 0.08256405713870527 3.26003251167594e-05 1.5367301196100887e-13 3.6659175349986896e-14 2.0159499417216392e-14 0.0 0.11995452736353569 0.12463358300404102 3.9863699295234913e-07 8.233564357261189e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015443174397515658 421417.27848633396 2900.360193198875 0.4514599881010929 1169.809989892622 0.001673267040989876 0.0012091735943598539 0.02909243406873631 0.1299752507604574 0.037470995312994186 0.08255660828827678 3.260382716818832e-05 1.53102963728924e-13 3.74459251379792e-14 1.5594534472498514e-14 0.0 0.11987531199241296 0.12475804557831359 3.984621804946647e-07 8.228557947009342e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001548101031533398 421363.93125327845 2900.6486911332436 0.4513699243465188 1169.6564380502668 0.0016735426707812462 0.0012093296830845582 0.029095332733491155 0.12992811971619994 0.03747734356250278 0.0825493872414634 3.260750788719554e-05 1.5242633797681562e-13 3.6557876762031104e-14 1.4854200256749794e-14 0.0 0.11979710723180824 0.12488092028957176 3.9828913389190815e-07 8.226668689191263e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001551885377482347 421310.68475823355 2900.936611490854 0.4512800664890172 1169.5031761668524 0.001673809488386444 0.001209474862006598 0.029098055015436452 0.12988162048037347 0.03748360067765524 0.08254239064987498 3.2611364898098035e-05 1.5279600483075235e-13 3.5915938484414705e-14 1.7186185572005427e-14 0.0 0.1197198989889358 0.1250022292804755 3.9811792243430074e-07 8.226204775441305e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015566323757042716 421244.04972823785 2901.2968797862313 0.4511676647631204 1169.311377435486 0.0016741318447678882 0.0012096417618678117 0.0291012238509074 0.1298241852799931 0.03749132089133263 0.082533928434952 3.261644748384995e-05 1.5422302622548764e-13 3.62861933482246e-14 1.8662460054664342e-14 0.0 0.11962445959695203 0.12515218291220948 3.979056803563344e-07 8.224907305036623e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015613805550390265 421177.57042059116 2901.656250708476 0.4510555814962856 1169.120026927041 0.0016744407934487255 0.001209792081155232 0.029104124768069305 0.1297677123350701 0.03749890236083674 0.08252580760521377 3.26217989173378e-05 1.5472124973984593e-13 3.625537288537492e-14 2.2189402245337176e-14 0.0 0.11953053854246949 0.125299750945241 3.976959889368052e-07 8.22145613708881e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001566129912736396 421111.2453484855 2902.0147303038275 0.4509438137507352 1168.9291203619778 0.0016747365803867534 0.0012099261346233238 0.02910676292549563 0.12971218455223799 0.03750634757491617 0.08251802183322636 3.262741457571471e-05 1.5441748170999956e-13 3.7109356646295206e-14 2.0707831774293415e-14 0.0 0.11943810918379093 0.12544497523854295 3.974888374449122e-07 8.218506615080288e-10 2.397425942376329e-14 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015708804460724244 421045.07304093987 2902.3723245624856 0.4508323586218354 1168.7386535063156 0.0016750194477064596 0.0012100442321822083 0.029109143396481692 0.1296575851167546 0.03751365897524709 0.0825105648941243 3.263328994856606e-05 1.5416692211134303e-13 3.67298905762837e-14 2.808053795006581e-14 0.0 0.11934714529986122 0.12558789699025444 3.972843355412934e-07 8.218566133243581e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015756321523491199 420979.05204247165 2902.7290394201345 0.4507212132374276 1168.5486221706715 0.0016752896336860766 0.0012101466789802545 0.02911127116903067 0.1296038974891048 0.03752083895868985 0.08250343066383065 3.263942063664348e-05 1.548884954179905e-13 3.892850766148161e-14 2.9410947970006193e-14 0.0 0.11925762108555647 0.12572855674543595 3.9708251541117856e-07 8.222159515742016e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015828980290491176 420878.4193183608 2903.272639339429 0.45055190490839014 1168.2589662820428 0.0016756786717988731 0.0012102737162629415 0.029114046490267192 0.12952355412837224 0.037531565871884234 0.08249313506654983 3.2649275756319565e-05 1.562357867920656e-13 3.961295328300321e-14 2.5563833931739245e-14 0.0 0.11912349620862953 0.12593929272026708 3.9677885920188265e-07 8.220418474796717e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015901666309132007 420778.1317321153 2903.8142188229235 0.45038330374892604 1167.970303819805 0.0016760394443887199 0.0012103659350801005 0.029116259902527624 0.12944524656266373 0.03754199940529594 0.08248355841483145 3.265970198646315e-05 1.5625658460709053e-13 3.72460686993949e-14 2.6248171451121676e-14 0.0 0.11899258731885413 0.126144975763278 3.964807995901898e-07 8.212557975267142e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0015974379486467366 420678.1842995536 2904.3537983164224 0.45021539994441623 1167.6826204378158 0.001676372751703157 0.0012104243624595078 0.02911792810119448 0.12936891933114214 0.03755214754381267 0.08247468015495109 3.267068437375648e-05 1.5640809995116848e-13 3.917565276521243e-14 4.480164056748953e-15 0.0 0.11886480771606035 0.12634574209614374 3.9618834074826156e-07 8.206041268729316e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001604711973089107 420578.5721219692 2904.8913979613326 0.45004818385613277 1167.395902035944 0.0016766793742480819 0.0012104500006817358 0.02911906734697084 0.12929451838020775 0.03756201804947025 0.08246648024894859 3.268220841609541e-05 1.5683998910769444e-13 3.8552301662627256e-14 0.0 3.526551791731059e-17 0.11874007283877477 0.12654172458092233 3.959015643348963e-07 8.20335790288767e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0016119886952113164 420479.2903896962 2905.4270375803494 0.449881646026368 1167.1101347703202 0.0016769600728246457 0.0012104438275830822 0.02911969347243213 0.12922199102832962 0.037571618481542106 0.08245893916085265 3.2694260012714514e-05 1.577502417102528e-13 4.0053441165743875e-14 0.0 8.201298614464061e-16 0.11861830022587275 0.12673305278033764 3.956203635033232e-07 8.202511439809232e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0016221756712407353 420340.9092011102 2906.1733157027693 0.44964972723841784 1166.7118257055683 0.0016773107491994523 0.0012103835977229983 0.029119737501192913 0.12912354987370547 0.03758461309994179 0.08244945660705329 3.2711983397676034e-05 1.5772931285162033e-13 3.7328861501481774e-14 0.0 7.900048668871958e-16 0.11845272155455062 0.1269932087275582 3.952358764603778e-07 8.201189749769257e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0016323678882127976 420203.153143124 2906.915846598556 0.4494190935061341 1166.315315983078 0.0016776140860999948 0.0012102654789738674 0.029118847849053796 0.12902854078419593 0.037597112646649784 0.08244117631483898 3.2730675884826e-05 1.573943235082759e-13 3.693936177845576e-14 0.0 1.8466549523939076e-16 0.11829257245278153 0.12724483378036813 3.948615410843919e-07 8.198550913793431e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001642565322633758 420066.00987582025 2907.6546815782235 0.4491897206156025 1165.920570084563 0.0016778719848483136 0.0012100919201016953 0.029117063909728017 0.12893683236569897 0.03760913581633698 0.08243404952001167 3.275030200538833e-05 1.5767760997450233e-13 3.6864665291511506e-14 0.0 0.0 0.11813764676233518 0.12748825185227985 3.944971423772197e-07 8.196125028663619e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0016527679514719926 419929.46738196147 2908.3898707880003 0.44896158500075606 1165.5275534205127 0.0016780862797147662 0.0012098652835800837 0.029114423622377268 0.12884829798246128 0.03762070057097902 0.08242802921651159 3.2770827527892944e-05 1.5862911832243837e-13 3.770824968209562e-14 0.0 2.8897482765156923e-16 0.11798774563817638 0.12772377536662594 3.9414247024465416e-07 8.194956638409689e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0016629757521456803 419793.5139632178 2909.1214632215147 0.44873466373282883 1165.136232319101 0.001678258739737752 0.001209587847892735 0.029110963519378013 0.12876281560794736 0.0376318241668597 0.08242307010526678 3.27922193854778e-05 1.5919072577809833e-13 3.7183665380126734e-14 1.3610912859186717e-15 5.178736183073703e-16 0.11784267733581454 0.12795170559075766 3.937972418311441e-07 8.194481190281708e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0016783339238149219 419590.1777464441 2910.214823197334 0.448395700910008 1164.5509601460403 0.0016784430403535247 0.0012090798891320727 0.029104294763503607 0.12863977124950274 0.03764775560247912 0.08241751542635226 3.282594503196238e-05 1.59948180462366e-13 3.74434668631038e-14 1.0520191374529902e-14 2.898874591109112e-16 0.1176332439258042 0.12828076579253223 3.9329532044372385e-07 8.194397738499073e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0016937036646492382 419388.1103010478 2911.3003172332446 0.4480593600597795 1163.969339933556 0.0016785421337014335 0.0012084691674169527 0.029095965648545125 0.1285229807859982 0.03766278073074859 0.08241411997080622 3.286145366654205e-05 1.608502265515814e-13 3.812468621125687e-14 1.5919894684436295e-14 4.421615531884287e-16 0.1174337201179878 0.12859425610762748 3.928132400410235e-07 8.194552190908882e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0017090849032659343 419187.2758229318 2912.3780974685656 0.4477255710764732 1163.391268627433 0.0016785612507016507 0.0012077624290247932 0.029086083627528257 0.1284120839846917 0.03767695014482214 0.08241274994138244 3.28986470184154e-05 1.6197274545981568e-13 3.8741534289852875e-14 1.9550874904305498e-14 0.0 0.11724353849146839 0.12889306806255918 3.9235020834619973e-07 8.1954261666908e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0017244775702811022 418987.64002417604 2913.448310506294 0.4473942668255779 1162.816647536866 0.0016785053351701933 0.0012069660493600526 0.029074750051130062 0.1283067406182423 0.03769031151304488 0.08241327896819908 3.2937431983352985e-05 1.6293974222993712e-13 3.899344477327824e-14 1.9534824078885825e-14 0.0 0.11706216270578272 0.1291780443506195 3.9190544970896586e-07 8.197229105458215e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0017398815982232476 418789.17008819606 2914.5110975659813 0.4470653830424295 1162.24538220467 0.0016783790574417738 0.001206086050053922 0.0290620604822098 0.1282066294548476 0.037702909750574956 0.08241558774343939 3.297772035503882e-05 1.6375537391609518e-13 3.9219642230231274e-14 2.0838834754776615e-14 0.0 0.1168890859978415 0.12944998119355056 3.9147820254141827e-07 8.199965480229787e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001745027546581657 418723.1548142678 2914.8643338345782 0.44695609652080204 1162.05536734632 0.0016783219941233867 0.0012057745882048864 0.029057537178079188 0.12817431440113816 0.037706953769982274 0.0824167353194902 3.299149292163919e-05 1.6404910422032113e-13 3.9347299984877175e-14 2.1005664126325208e-14 0.0 0.11683305996953666 0.12953800887557249 3.9133931402184996e-07 8.200907429102114e-10 4.439287782874029e-15 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0017501747518414742 418657.26487749896 2915.216762317664 0.4468470707575226 1161.8657132522062 0.0016782577376083959 0.0012054546433180396 0.029052875997801028 0.12814253789639846 0.037710918959701564 0.08241806468655008 3.300542075709969e-05 1.6433747807257058e-13 3.937251993787235e-14 1.9673490557530855e-14 0.0 0.11677788849609906 0.1296246938876948 3.9120226740091147e-07 8.20179418877458e-10 8.220273109421382e-14 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0017553232116232036 418591.49916109274 2915.5683878875557 0.4467383035630362 1161.6764167069687 0.0016781864430050978 0.0012051264152707678 0.029048080104348346 0.1281112892788319 0.03771480680633412 0.0824195718860871 3.301950091805162e-05 1.6462800032685252e-13 3.951657978371492e-14 2.3436042948512376e-14 0.0 0.1167235547377598 0.1297100626885118 3.9106707186220493e-07 8.2055121784434e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0017604729235702896 418525.856564947 2915.9192153555596 0.44662979278058085 1161.4874745442676 0.0016781082621635905 0.0012047900996849518 0.02904315259171757 0.12808055811357358 0.037718618763432486 0.0824212530439985 3.3033730519058426e-05 1.6499547644268734e-13 3.989205567473814e-14 2.6743306717590698e-14 0.0 0.11667004220827801 0.12979414118120203 3.9093369437688506e-07 8.208213714012657e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.00176562388534746 418460.3360051475 2916.269249473406 0.44652153628485364 1161.2988836446252 0.0016780233439362096 0.0012044458882731189 0.029038096490936822 0.12805033417296385 0.037722356255344154 0.08242310436322306 3.304810671450497e-05 1.6540073308545978e-13 4.009235717024012e-14 2.4468771266024874e-14 0.0 0.11661733474553937 0.12987695475944996 3.9080203354621083e-07 8.207613539488881e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0017707760946393258 418394.9364129594 2916.6184949368117 0.4464135319799094 1161.1106409319186 0.001677931834401413 0.0012040939691415542 0.02903291477511315 0.12802060742003743 0.037726020680010366 0.08242512211773327 3.3062626700156305e-05 1.656586087527572e-13 3.983777928246534e-14 1.9800903816419827e-14 0.0 0.11656541648674344 0.1299585283464336 3.906720473400449e-07 8.206422400721847e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0017773044868634239 418312.2629568578 2917.0597795421972 0.44627707546116424 1160.872678046872 0.0016778066744363902 0.0012036373945409197 0.029026174996440824 0.1279836492526393 0.03773055985731827 0.08242791137350367 3.308122219861777e-05 1.6586818584415912e-13 3.949740739423205e-14 1.4307118679375426e-14 0.0 0.11650075736802723 0.13006012027911354 3.9050986763401296e-07 8.205745309626755e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0017838348726431797 418229.7798320809 2917.4998153035485 0.44614101620227287 1160.6352630012757 0.001677671452287366 0.0012031691140514523 0.029019244112734707 0.1279474535499265 0.03773498670774196 0.0824309545800751 3.310003862750444e-05 1.660469865962242e-13 3.903840922579858e-14 1.4219034816861888e-14 0.0 0.11643730876825203 0.1301598102535562 3.903503938707997e-07 8.208434604470598e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0017903672474084956 418147.48498396855 2917.9386113282126 0.4460053501667841 1160.3983898811125 0.0016775264458672567 0.0012026894852488132 0.029012127769193773 0.12791200122241775 0.037739303887422124 0.08243424465388219 3.311907066618516e-05 1.6623700403307525e-13 4.0054310879704395e-14 2.991708297111499e-14 0.0 0.11637504050217731 0.1302576456968473 3.901938501181293e-07 8.218906642893927e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001796901606638908 418065.3763883776 2918.3761766152247 0.4458700733792623 1160.1620528603316 0.001677371926221514 0.001202198856655378 0.02900483146751908 0.127877273654663 0.03774351398559958 0.08243777468854592 3.313831316494331e-05 1.6704582405113078e-13 4.165488016750683e-14 3.9350460703419794e-14 0.0 0.11631392312928085 0.13035367286657218 3.9003995449188845e-07 8.224344377002252e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0018034379458622524 417983.4520598728 2918.8125200219656 0.44573518193842365 1159.9262462242143 0.0016772081577029715 0.0012016975680954945 0.028997360570864408 0.1278432526890687 0.03774761952774072 0.0824415379484522 3.315776099774223e-05 1.680093959478888e-13 4.164558605347201e-14 3.1125625093179046e-14 0.0 0.11625392792782412 0.13044793688980633 3.898882929688e-07 8.220684948337827e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0018099762606535064 417901.71005522227 2919.2476502478435 0.4456006720226092 1159.6909643794138 0.001677035398154296 0.0012011859509538346 0.02898972030726734 0.12780992061422272 0.037751622977300496 0.0824455278644511 3.317740910453132e-05 1.6810038287000996e-13 4.022991763218597e-14 1.8992998705581086e-14 0.0 0.11619502687669644 0.13054048179168068 3.897389970067845e-07 8.217157148218249e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0018165165466340586 417820.14846401266 2919.681575869333 0.4454665398740887 1159.4562018269614 0.0016768538990952597 0.0012006643282940859 0.028981915772096873 0.12777726015658517 0.03775552673645782 0.08244973803134288 3.3197252708032696e-05 1.68018949830759e-13 3.9389325078369827e-14 1.4088502322566074e-14 3.223766014170159e-16 0.1161371926443956 0.13063135051509073 3.895923285858275e-07 8.218034653255896e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.0018230587994710386 417738.7654290746 2920.114305264086 0.44533278183260877 1159.22195322144 0.0016766639057923594 0.0012001330149951073 0.028973951930701767 0.12774525447200125 0.0377593331477037 0.08245416220453104 3.3217287063474165e-05 1.677633165174863e-13 3.953733765180449e-14 1.718520556312202e-14 3.483362016116707e-16 0.11608039857529441 0.13072058494145142 3.8944828990140873e-07 8.223261362080778e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
0.001829603014875976 417657.5591191551 2920.5458467159383 0.44519939428994476 1158.9882132918951 0.001676465657402149 0.0011995923179571114 0.02896583362150374 0.12771388713558496 0.03776304449493743 0.08245879429625545 3.323750763388356e-05 1.6833002170062613e-13 4.0492407743449043e-14 2.0736545802180634e-14 2.847039032044334e-16 0.11602461867351292 0.1308082259159284 3.8930676072381224e-07 8.227188812619951e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4733559102567295
